drive_step,theta_c,x_dot_c,y_dot_c,x_c,y_c,x_o
0.524000,-0.018749,0.689830,0.007364,265.598816,15.555640,0.000000
0.544000,-0.018794,0.741971,0.000858,265.612885,15.555772,0.000000
0.564000,-0.018703,0.759218,0.001898,265.627869,15.555811,0.000000
0.584000,-0.018695,0.823397,0.003490,265.644135,15.555844,0.000000
0.604000,-0.018697,0.893603,0.000353,265.661011,15.555914,0.000000
0.624000,-0.018756,0.904374,0.004524,265.678986,15.555971,0.000000
0.644000,-0.018764,0.967463,0.001363,265.697876,15.555995,0.000000
0.664000,-0.018821,1.001954,0.000227,265.717529,15.556040,0.000000
0.684000,-0.018834,1.046020,0.000756,265.738281,15.556005,0.000000
0.704000,-0.018845,1.105758,-0.007043,265.759735,15.555951,0.000000
0.724000,-0.018834,1.133901,-0.004962,265.782043,15.555870,0.000000
0.744000,-0.018820,1.202345,-0.006414,265.805786,15.555731,0.000000
0.764000,-0.018841,1.226297,-0.003862,265.829987,15.555658,0.000000
0.784000,-0.018806,1.292141,-0.008833,265.855377,15.555487,0.000000
0.804000,-0.018800,1.319514,-0.006489,265.881439,15.555364,0.000000
0.824000,-0.018767,1.383624,-0.010188,265.908661,15.555167,0.000000
0.844000,-0.018760,1.412650,-0.007997,265.936615,15.555012,0.000000
0.864000,-0.018745,1.468809,-0.010820,265.965576,15.554796,0.000000
0.884000,-0.018736,1.509103,-0.011788,265.995300,15.554600,0.000000
0.904000,-0.018724,1.555527,-0.011201,266.026062,15.554359,0.000000
0.924000,-0.018702,1.604774,-0.013238,266.057648,15.554112,0.000000
0.944000,-0.018708,1.648435,-0.013035,266.090179,15.553852,0.000000
0.964000,-0.018685,1.693129,-0.013817,266.123688,15.553568,0.000000
0.984000,-0.018692,1.743552,-0.015618,266.158142,15.553273,0.000000
1.006000,-0.018666,1.801943,-0.016465,266.197083,15.552935,0.000000
1.026000,-0.018704,1.828326,-0.015948,266.233429,15.552611,0.000000
1.046000,-0.018666,1.894838,-0.017808,266.270721,15.552271,0.000000
1.066000,-0.018708,1.921883,-0.017680,266.308929,15.551916,0.000000
1.086000,-0.018671,1.987656,-0.019531,266.348083,15.551541,0.000000
1.106000,-0.018711,2.015505,-0.019592,266.388123,15.551150,0.000000
1.126000,-0.018670,2.081805,-0.021746,266.429138,15.550735,0.000000
1.146000,-0.018705,2.110422,-0.021646,266.471100,15.550299,0.000000
1.166000,-0.018661,2.177258,-0.023874,266.514038,15.549843,0.000000
1.186000,-0.018692,2.206415,-0.023556,266.557892,15.549368,0.000000
1.206000,-0.018647,2.273665,-0.025789,266.602753,15.548873,0.000000
1.226000,-0.018677,2.304310,-0.025452,266.648560,15.548361,0.000000
1.246000,-0.018634,2.369612,-0.027404,266.695343,15.547829,0.000000
1.266000,-0.018659,2.402340,-0.027503,266.743164,15.547275,0.000000
1.286000,-0.018625,2.470134,-0.029459,266.791870,15.546718,0.000000
1.306000,-0.018656,2.501399,-0.029466,266.841553,15.546133,0.000000
1.326000,-0.018609,2.574028,-0.032295,266.892395,15.545517,0.000000
1.346000,-0.018641,2.595292,-0.029915,266.944183,15.544896,0.000000
1.366000,-0.018597,2.678634,-0.032847,266.997070,15.544260,0.000000
1.386000,-0.018645,2.709132,-0.032438,267.050781,15.543624,0.000000
1.406000,-0.018603,2.767875,-0.031894,267.105804,15.542967,0.000000
1.426000,-0.018659,2.825412,-0.034422,267.161621,15.542313,0.000000
1.446000,-0.018666,2.862809,-0.032839,267.218567,15.541636,0.000000
1.466000,-0.018751,2.915344,-0.035480,267.276581,15.540934,0.000000
1.486000,-0.018780,2.978788,-0.036689,267.335388,15.540239,0.000000
1.506000,-0.018861,3.004195,-0.035735,267.395477,15.539504,0.000000
1.526000,-0.018869,3.099319,-0.038869,267.456451,15.538756,0.000000
1.546000,-0.018928,3.101036,-0.037770,267.518463,15.537991,0.000000
1.566000,-0.018902,3.188333,-0.040828,267.581696,15.537187,0.000000
1.586000,-0.018962,3.228408,-0.042068,267.645691,15.536372,0.000000
1.606000,-0.018952,3.278800,-0.041703,267.710968,15.535525,0.000000
1.626000,-0.019004,3.341410,-0.044540,267.777252,15.534655,0.000000
1.646000,-0.019004,3.393020,-0.046083,267.844421,15.533765,0.000000
1.666000,-0.019055,3.429006,-0.046078,267.912964,15.532839,0.000000
1.686000,-0.019064,3.524322,-0.048466,267.982422,15.531894,0.000000
1.706000,-0.019123,3.533618,-0.048106,268.052948,15.530930,0.000000
1.726000,-0.019113,3.614918,-0.050358,268.124756,15.529931,0.000000
1.746000,-0.019177,3.677021,-0.051868,268.197418,15.528916,0.000000
1.766000,-0.019186,3.697262,-0.050829,268.271393,15.527875,0.000000
1.786000,-0.019243,3.791512,-0.054599,268.346405,15.526821,0.000000
1.806000,-0.019255,3.833451,-0.054719,268.422455,15.525742,0.000000
1.826000,-0.019308,3.876896,-0.055480,268.499847,15.524626,0.000000
1.846000,-0.019339,3.960236,-0.056714,268.578186,15.523500,0.000000
1.866000,-0.019391,4.003479,-0.057789,268.657715,15.522357,0.000000
1.886000,-0.019392,4.075972,-0.060005,268.738647,15.521179,0.000000
1.906000,-0.019453,4.123691,-0.059979,268.820404,15.519996,0.000000
1.926000,-0.019470,4.155036,-0.060529,268.903564,15.518775,0.000000
1.946000,-0.019536,4.247311,-0.063809,268.987854,15.517534,0.000000
1.966000,-0.019566,4.305964,-0.064355,269.073181,15.516269,0.000000
1.986000,-0.019594,4.373856,-0.065206,269.160034,15.514977,0.000000
2.008000,-0.019613,4.424767,-0.065098,269.256622,15.513540,0.000000
2.030000,-0.019669,4.495759,-0.067427,269.354919,15.512063,0.000000
2.052000,-0.019726,4.558272,-0.069352,269.454620,15.510560,0.000000
2.074000,-0.019759,4.619338,-0.069899,269.555603,15.509027,0.000000
2.096000,-0.019807,4.705295,-0.072564,269.658356,15.507461,0.000000
2.118000,-0.019836,4.758667,-0.072455,269.762238,15.505869,0.000000
2.140000,-0.019886,4.823892,-0.074597,269.867828,15.504236,0.000000
2.162000,-0.019951,4.900765,-0.076532,269.974915,15.502589,0.000000
2.184000,-0.019975,4.957772,-0.077298,270.083313,15.500898,0.000000
2.206000,-0.020003,5.044277,-0.079607,270.193604,15.499172,0.000000
2.228000,-0.020076,5.105179,-0.079508,270.305145,15.497430,0.000000
2.250000,-0.020117,5.171940,-0.081851,270.418365,15.495638,0.000000
2.272000,-0.020137,5.250889,-0.083621,270.533081,15.493828,0.000000
2.294000,-0.020163,5.292725,-0.084669,270.649292,15.491962,0.000000
2.316000,-0.020239,5.407129,-0.087164,270.767120,15.490079,0.000000
2.338000,-0.020281,5.434985,-0.087397,270.886414,15.488152,0.000000
2.360000,-0.020302,5.536359,-0.090116,271.007416,15.486194,0.000000
2.382000,-0.020317,5.598967,-0.091590,271.129852,15.484194,0.000000
2.404000,-0.020355,5.666507,-0.093250,271.253998,15.482173,0.000000
2.426000,-0.020385,5.740958,-0.093459,271.379547,15.480115,0.000000
2.448000,-0.020417,5.831151,-0.096385,271.506927,15.478033,0.000000
2.470000,-0.020426,5.876650,-0.097794,271.635834,15.475889,0.000000
2.492000,-0.020485,5.980444,-0.098447,271.766113,15.473735,0.000000
2.514000,-0.020505,6.038750,-0.101184,271.898315,15.471534,0.000000
2.536000,-0.020526,6.104790,-0.101602,272.031830,15.469312,0.000000
2.558000,-0.020576,6.185627,-0.103946,272.167145,15.467052,0.000000
2.580000,-0.020605,6.264613,-0.105308,272.304260,15.464761,0.000000
2.602000,-0.020606,6.332881,-0.107826,272.442993,15.462414,0.000000
2.624000,-0.020640,6.413117,-0.109155,272.583160,15.460038,0.000000
2.646000,-0.020675,6.475904,-0.109696,272.725098,15.457628,0.000000
2.668000,-0.020696,6.569434,-0.111337,272.868774,15.455198,0.000000
2.690000,-0.020720,6.652508,-0.113713,273.014282,15.452718,0.000000
2.712000,-0.020768,6.715227,-0.114600,273.161255,15.450210,0.000000
2.734000,-0.020807,6.800850,-0.117131,273.310120,15.447660,0.000000
2.756000,-0.020830,6.887636,-0.118027,273.460571,15.445072,0.000000
2.778000,-0.020859,6.945892,-0.119912,273.612885,15.442452,0.000000
2.800000,-0.020912,7.036781,-0.121719,273.766754,15.439792,0.000000
2.822000,-0.020956,7.124383,-0.123800,273.922546,15.437094,0.000000
2.844000,-0.020974,7.184494,-0.124545,274.079956,15.434359,0.000000
2.866000,-0.021014,7.278609,-0.126982,274.239258,15.431583,0.000000
2.888000,-0.021064,7.365310,-0.129223,274.400299,15.428768,0.000000
2.910000,-0.021107,7.426632,-0.130473,274.563110,15.425913,0.000000
2.932000,-0.021135,7.525210,-0.132311,274.727722,15.423017,0.000000
2.954000,-0.021172,7.608879,-0.134630,274.894165,15.420075,0.000000
2.976000,-0.021225,7.674700,-0.136482,275.062408,15.417094,0.000000
2.998000,-0.021267,7.774251,-0.138648,275.232483,15.414067,0.000000
3.020000,-0.021291,7.859326,-0.140996,275.404449,15.410994,0.000000
3.042000,-0.021324,7.922596,-0.142644,275.578156,15.407872,0.000000
3.064000,-0.021368,8.020063,-0.144415,275.753632,15.404710,0.000000
3.086000,-0.021392,8.106094,-0.146823,275.931000,15.401499,0.000000
3.108000,-0.021408,8.176133,-0.148881,276.110229,15.398248,0.000000
3.130000,-0.021441,8.277821,-0.150898,276.291382,15.394953,0.000000
3.152000,-0.021485,8.368000,-0.152510,276.474457,15.391612,0.000000
3.174000,-0.021505,8.438795,-0.154376,276.659393,15.388229,0.000000
3.196000,-0.021527,8.540088,-0.157105,276.846344,15.384801,0.000000
3.218000,-0.021562,8.633160,-0.159104,277.035248,15.381328,0.000000
3.240000,-0.021601,8.706019,-0.160369,277.226105,15.377809,0.000000
3.262000,-0.021630,8.807103,-0.162880,277.418915,15.374244,0.000000
3.284000,-0.021648,8.903482,-0.165629,277.613739,15.370633,0.000000
3.306000,-0.021684,8.977980,-0.167158,277.810486,15.366976,0.000000
3.328000,-0.021727,9.078453,-0.169076,278.009277,15.363272,0.000000
3.350000,-0.021755,9.178899,-0.171577,278.210144,15.359517,0.000000
3.372000,-0.021774,9.255429,-0.173831,278.412964,15.355718,0.000000
3.394000,-0.021811,9.353901,-0.176038,278.617798,15.351869,0.000000
3.416000,-0.021856,9.458376,-0.178047,278.824768,15.347971,0.000000
3.438000,-0.021883,9.538488,-0.180179,279.033813,15.344023,0.000000
3.460000,-0.021906,9.634234,-0.182896,279.244965,15.340024,0.000000
3.482000,-0.021943,9.741826,-0.185345,279.458130,15.335977,0.000000
3.504000,-0.021987,9.826230,-0.187002,279.673370,15.331879,0.000000
3.526000,-0.022017,9.919899,-0.189424,279.890686,15.327731,0.000000
3.548000,-0.022042,10.029904,-0.192422,280.110168,15.323528,0.000000
3.570000,-0.022078,10.118703,-0.194462,280.331787,15.319275,0.000000
3.592000,-0.022123,10.210664,-0.196502,280.555542,15.314970,0.000000
3.614000,-0.022157,10.321980,-0.199244,280.781433,15.310610,0.000000
3.636000,-0.022180,10.415852,-0.201863,281.009521,15.306198,0.000000
3.658000,-0.022216,10.504961,-0.204056,281.239777,15.301734,0.000000
3.680000,-0.022263,10.614163,-0.206471,281.472229,15.297215,0.000000
3.702000,-0.022298,10.712276,-0.208982,281.706848,15.292643,0.000000
3.724000,-0.022320,10.799084,-0.211416,281.943665,15.288016,0.000000
3.746000,-0.022357,10.904590,-0.214142,282.182617,15.283336,0.000000
3.768000,-0.022402,11.006435,-0.216475,282.423737,15.278596,0.000000
3.790000,-0.022431,11.093225,-0.218736,282.666962,15.273802,0.000000
3.812000,-0.022454,11.194020,-0.221626,282.912323,15.268954,0.000000
3.834000,-0.022490,11.297580,-0.224295,283.159851,15.264053,0.000000
3.856000,-0.022532,11.385296,-0.226161,283.409485,15.259096,0.000000
3.878000,-0.022556,11.480506,-0.228617,283.661133,15.254085,0.000000
3.900000,-0.022576,11.583907,-0.231826,283.914886,15.249017,0.000000
3.922000,-0.022626,11.677946,-0.233133,284.170776,15.243904,0.000000
3.944000,-0.022663,11.771626,-0.235508,284.428833,15.238745,0.000000
3.966000,-0.022688,11.874461,-0.238879,284.689026,15.233522,0.000000
3.988000,-0.022727,11.966713,-0.241511,284.951324,15.228242,0.000000
4.010000,-0.022765,12.057435,-0.243267,285.215668,15.222905,0.000000
4.032000,-0.022794,12.160537,-0.245702,285.482208,15.217525,0.000000
4.054000,-0.022839,12.257569,-0.248710,285.750885,15.212089,0.000000
4.076000,-0.022882,12.346111,-0.250869,286.021637,15.206590,0.000000
4.098000,-0.022900,12.443365,-0.253345,286.294434,15.201034,0.000000
4.120000,-0.022943,12.543685,-0.255941,286.569366,15.195432,0.000000
4.142000,-0.022990,12.635137,-0.258379,286.846436,15.189771,0.000000
4.164000,-0.023009,12.727186,-0.260889,287.125519,15.184051,0.000000
4.186000,-0.023045,12.827336,-0.263402,287.406708,15.178281,0.000000
4.208000,-0.023093,12.922116,-0.265868,287.690063,15.172457,0.000000
4.230000,-0.023114,13.012562,-0.268409,287.975464,15.166570,0.000000
4.252000,-0.023145,13.110547,-0.270914,288.262939,15.160633,0.000000
4.274000,-0.023195,13.206865,-0.273362,288.552521,15.154646,0.000000
4.296000,-0.023214,13.297472,-0.275917,288.844147,15.148595,0.000000
4.318000,-0.023245,13.393795,-0.278393,289.137878,15.142494,0.000000
4.340000,-0.023289,13.489550,-0.280870,289.433685,15.136341,0.000000
4.362000,-0.023305,13.581618,-0.283351,289.731567,15.130126,0.000000
4.384000,-0.023338,13.677381,-0.285911,290.031525,15.123863,0.000000
4.406000,-0.023376,13.770674,-0.288304,290.333557,15.117542,0.000000
4.428000,-0.023390,13.864865,-0.290665,290.637634,15.111166,0.000000
4.450000,-0.023424,13.959629,-0.293538,290.943817,15.104742,0.000000
4.472000,-0.023457,14.051943,-0.295550,291.252045,15.098257,0.000000
4.494000,-0.023472,14.147169,-0.298133,291.562317,15.091725,0.000000
4.516000,-0.023503,14.238770,-0.300934,291.874664,15.085135,0.000000
4.538000,-0.023530,14.333590,-0.302546,292.189056,15.078496,0.000000
4.560000,-0.023543,14.426562,-0.305773,292.505493,15.071801,0.000000
4.582000,-0.023578,14.519727,-0.307563,292.824005,15.065054,0.000000
4.604000,-0.023594,14.613416,-0.310050,293.144592,15.058255,0.000000
4.626000,-0.023609,14.705045,-0.312610,293.467163,15.051400,0.000000
4.648000,-0.023643,14.799183,-0.314786,293.791809,15.044498,0.000000
4.670000,-0.023648,14.889656,-0.317159,294.118469,15.037539,0.000000
4.692000,-0.023672,14.982075,-0.319855,294.447144,15.030534,0.000000
4.714000,-0.023693,15.072451,-0.321541,294.777832,15.023476,0.000000
4.736000,-0.023698,15.163725,-0.324464,295.110535,15.016368,0.000000
4.758000,-0.023727,15.253557,-0.326190,295.445190,15.009210,0.000000
4.780000,-0.023735,15.343144,-0.328576,295.781830,15.002003,0.000000
4.802000,-0.023751,15.432621,-0.330969,296.120453,14.994746,0.000000
4.824000,-0.023773,15.521353,-0.332957,296.461090,14.987440,0.000000
4.846000,-0.023774,15.610785,-0.335485,296.803619,14.980085,0.000000
4.868000,-0.023798,15.697710,-0.337409,297.148132,14.972682,0.000000
4.890000,-0.023803,15.785781,-0.339568,297.494537,14.965232,0.000000
4.912000,-0.023815,15.872725,-0.341921,297.842896,14.957733,0.000000
4.934000,-0.023833,15.959354,-0.343758,298.193115,14.950188,0.000000
4.956000,-0.023833,16.046522,-0.346326,298.545288,14.942596,0.000000
4.978000,-0.023855,16.132099,-0.347997,298.899353,14.934958,0.000000
5.000000,-0.023852,16.217005,-0.350243,299.255280,14.927272,0.000000
5.022000,-0.023865,16.302790,-0.352545,299.613037,14.919541,0.000000
5.044000,-0.023872,16.387390,-0.354100,299.972656,14.911764,0.000000
5.066000,-0.023872,16.471024,-0.356565,300.334167,14.903944,0.000000
5.088000,-0.023889,16.555897,-0.358275,300.697540,14.896080,0.000000
5.110000,-0.023880,16.639606,-0.360575,301.062683,14.888171,0.000000
5.132000,-0.023896,16.722301,-0.362193,301.429688,14.880219,0.000000
5.154000,-0.023887,16.804588,-0.364287,301.798523,14.872223,0.000000
5.176000,-0.023898,16.886995,-0.366327,302.169220,14.864187,0.000000
5.198000,-0.023894,16.969566,-0.367986,302.541748,14.856107,0.000000
5.220000,-0.023894,17.050655,-0.370131,302.916046,14.847986,0.000000
5.242000,-0.023896,17.131680,-0.371581,303.292114,14.839825,0.000000
5.264000,-0.023888,17.211990,-0.373805,303.670013,14.831622,0.000000
5.286000,-0.023894,17.292698,-0.375253,304.049622,14.823380,0.000000
5.308000,-0.023880,17.372437,-0.377424,304.431061,14.815099,0.000000
5.330000,-0.023887,17.452520,-0.378811,304.814178,14.806781,0.000000
5.352000,-0.023869,17.531460,-0.380881,305.199097,14.798423,0.000000
5.374000,-0.023875,17.540079,-0.380507,305.585114,14.790045,0.000000
5.396000,-0.023872,17.535898,-0.379188,305.970825,14.781693,0.000000
5.418000,-0.023926,17.532074,-0.378481,306.356537,14.773358,0.000000
5.440000,-0.023973,17.528229,-0.378544,306.742249,14.765029,0.000000
5.462000,-0.024048,17.524151,-0.378939,307.127930,14.756694,0.000000
5.484000,-0.024121,17.520424,-0.379862,307.513306,14.748347,0.000000
5.506000,-0.024203,17.516218,-0.380688,307.898682,14.739982,0.000000
5.528000,-0.024289,17.512596,-0.381975,308.284058,14.731592,0.000000
5.550000,-0.024368,17.508268,-0.382928,308.669342,14.723179,0.000000
5.572000,-0.024465,17.510492,-0.384398,309.054443,14.714737,0.000000
5.594000,-0.024538,17.552511,-0.387004,309.440125,14.706252,0.000000
5.616000,-0.024633,17.604057,-0.389428,309.826935,14.697710,0.000000
5.638000,-0.024688,17.655100,-0.391851,310.214813,14.689112,0.000000
5.660000,-0.024757,17.702290,-0.394350,310.603821,14.680462,0.000000
5.682000,-0.024814,17.755692,-0.396379,310.993896,14.671764,0.000000
5.704000,-0.024856,17.805588,-0.398594,311.385101,14.663016,0.000000
5.726000,-0.024924,17.855316,-0.400657,311.777466,14.654222,0.000000
5.748000,-0.024959,17.908543,-0.402903,312.170898,14.645381,0.000000
5.770000,-0.025020,17.956701,-0.405072,312.565460,14.636493,0.000000
5.792000,-0.025070,18.008661,-0.407090,312.961151,14.627557,0.000000
5.814000,-0.025116,18.061228,-0.409379,313.357971,14.618573,0.000000
5.836000,-0.025182,18.110405,-0.411421,313.755920,14.609541,0.000000
5.858000,-0.025218,18.162363,-0.413987,314.154999,14.600460,0.000000
5.880000,-0.025286,18.215128,-0.415955,314.555176,14.591331,0.000000
5.902000,-0.025327,18.264181,-0.418078,314.956482,14.582151,0.000000
5.924000,-0.025380,18.315943,-0.420629,315.358948,14.572923,0.000000
5.946000,-0.025435,18.369225,-0.422547,315.762573,14.563646,0.000000
5.968000,-0.025469,18.419094,-0.424921,316.167267,14.554321,0.000000
5.990000,-0.025535,18.470858,-0.426906,316.573120,14.544950,0.000000
6.012000,-0.025565,18.523657,-0.429215,316.980103,14.535531,0.000000
6.034000,-0.025625,18.574945,-0.431275,317.388214,14.526066,0.000000
6.056000,-0.025662,18.625509,-0.433269,317.797485,14.516552,0.000000
6.078000,-0.025708,18.678427,-0.435627,318.207916,14.506992,0.000000
6.100000,-0.025758,18.731451,-0.437485,318.619476,14.497387,0.000000
6.122000,-0.025787,18.781658,-0.439844,319.032166,14.487734,0.000000
6.144000,-0.025847,18.834700,-0.441758,319.446014,14.478036,0.000000
6.166000,-0.025870,18.887356,-0.443998,319.861023,14.468289,0.000000
6.188000,-0.025925,18.938772,-0.446017,320.277130,14.458499,0.000000
6.210000,-0.025956,18.989801,-0.447941,320.694397,14.448663,0.000000
6.232000,-0.025996,19.042421,-0.450246,321.112793,14.438781,0.000000
6.254000,-0.026042,19.095421,-0.452037,321.532318,14.428853,0.000000
6.276000,-0.026067,19.146105,-0.454296,321.953033,14.418880,0.000000
6.298000,-0.026120,19.197996,-0.456152,322.374878,14.408863,0.000000
6.320000,-0.026143,19.250164,-0.458386,322.797852,14.398801,0.000000
6.342000,-0.026193,19.302668,-0.460207,323.221954,14.388696,0.000000
6.364000,-0.026214,19.353519,-0.462181,323.647186,14.378546,0.000000
6.386000,-0.026257,19.404392,-0.464382,324.073578,14.368351,0.000000
6.408000,-0.026292,19.456869,-0.466114,324.501129,14.358114,0.000000
6.430000,-0.026320,19.508739,-0.468304,324.929810,14.347834,0.000000
6.452000,-0.026360,19.560675,-0.470048,325.359619,14.337508,0.000000
6.474000,-0.026379,19.611195,-0.472252,325.790558,14.327141,0.000000
6.496000,-0.026429,19.663071,-0.473972,326.222656,14.316730,0.000000
6.518000,-0.026447,19.714649,-0.476124,326.655853,14.306277,0.000000
6.540000,-0.026493,19.766697,-0.477879,327.090179,14.295782,0.000000
6.562000,-0.026508,19.817766,-0.479861,327.525635,14.285244,0.000000
6.584000,-0.026545,19.868263,-0.481855,327.962219,14.274664,0.000000
6.606000,-0.026566,19.919678,-0.483556,328.399933,14.264042,0.000000
6.628000,-0.026594,19.971054,-0.485654,328.838806,14.253380,0.000000
6.650000,-0.026623,20.022804,-0.487250,329.278778,14.242676,0.000000
6.672000,-0.026644,20.073978,-0.489313,329.719910,14.231931,0.000000
6.694000,-0.026680,20.125332,-0.490953,330.162140,14.221147,0.000000
6.716000,-0.026694,20.175756,-0.493041,330.605499,14.210320,0.000000
6.738000,-0.026735,20.227150,-0.494669,331.049988,14.199454,0.000000
6.760000,-0.026744,20.278076,-0.496742,331.495605,14.188546,0.000000
6.782000,-0.026783,20.329466,-0.498312,331.942322,14.177599,0.000000
6.804000,-0.026791,20.380308,-0.500306,332.390198,14.166612,0.000000
6.826000,-0.026828,20.431545,-0.501954,332.839172,14.155584,0.000000
6.848000,-0.026837,20.482212,-0.503794,333.289246,14.144518,0.000000
6.870000,-0.026870,20.532764,-0.505573,333.740479,14.133413,0.000000
6.892000,-0.026881,20.583408,-0.507254,334.192810,14.122271,0.000000
6.914000,-0.026908,20.633923,-0.509160,334.646240,14.111089,0.000000
6.936000,-0.026922,20.684858,-0.510704,335.100830,14.099869,0.000000
6.958000,-0.026942,20.735405,-0.512630,335.556519,14.088612,0.000000
6.980000,-0.026960,20.786308,-0.514090,336.013306,14.077316,0.000000
7.002000,-0.026978,20.836697,-0.516015,336.471222,14.065983,0.000000
